time | time (millisecond),membrane | V (millivolt)
1723,-86.3813
1724,-86.3815
1725,-86.3816
1726,-86.3817
1727,-86.3817
1728,-86.3818
1729,-86.3819
1730,-86.382
1731,-86.3821
1732,-86.3822
1733,-86.3823
1734,-86.3824
1735,-86.3825
1736,-86.3826
1737,-86.3827
1738,-86.3828
1739,-86.3829
1740,-86.383
1741,-86.3831
1742,-86.3831
1743,-86.3832
1744,-86.3833
1745,-86.3834
1746,-86.3835
1747,-86.3836
1748,-86.3837
1749,-86.3838
1750,-86.3838
1751,-86.3839
1752,-86.384
1753,-86.3841
1754,-86.3842
1755,-86.3842
1756,-86.3843
1757,-86.3844
1758,-86.3845
1759,-86.3846
1760,-86.3846
1761,-86.3847
1762,-86.3848
1763,-86.3849
1764,-86.3849
1765,-86.385
1766,-86.3851
1767,-86.3852
1768,-86.3852
1769,-86.3853
1770,-86.3854
1771,-86.3855
1772,-86.3855
1773,-86.3856
1774,-86.3857
1775,-86.3857
1776,-86.3858
1777,-86.3859
1778,-86.3859
1779,-86.386
1780,-86.3861
1781,-86.3861
1782,-86.3862
1783,-86.3863
1784,-86.3863
1785,-86.3864
1786,-86.3865
1787,-86.3865
1788,-86.3866
1789,-86.3867
1790,-86.3867
1791,-86.3868
1792,-86.3869
1793,-86.3869
1794,-86.387
1795,-86.387
1796,-86.3871
1797,-86.3872
1798,-86.3872
1799,-86.3873
1800,-86.3873
1801,-86.3874
1802,-86.3875
1803,-86.3875
1804,-86.3876
1805,-86.3876
1806,-86.3877
1807,-86.3877
1808,-86.3878
1809,-86.3878
1810,-86.3879
1811,-86.388
1812,-86.388
1813,-86.3881
1814,-86.3881
1815,-86.3882
1816,-86.3882
1817,-86.3883
1818,-86.3883
1819,-86.3884
1820,-86.3884
1821,-86.3885
1822,-86.3885
1823,-86.3886
1824,-86.3886
1825,-86.3887
1826,-86.3887
1827,-86.3888
1828,-86.3888
1829,-86.3889
1830,-86.3889
1831,-86.389
1832,-86.389
1833,-86.3891
1834,-86.3891
1835,-86.3892
1836,-86.3892
1837,-86.3892
1838,-86.3893
1839,-86.3893
1840,-86.3894
1841,-86.3894
1842,-86.3895
1843,-86.3895
1844,-86.3896
1845,-86.3896
1846,-86.3896
1847,-86.3897
1848,-86.3897
1849,-86.3898
1850,-86.3898
1851,-86.3899
1852,-86.3899
1853,-86.3899
1854,-86.39
1855,-86.39
1856,-86.3901
1857,-86.3901
1858,-86.3901
1859,-86.3902
1860,-86.3902
1861,-86.3903
1862,-86.3903
1863,-86.3903
1864,-86.3904
1865,-86.3904
1866,-86.3904
1867,-86.3905
1868,-86.3905
1869,-86.3906
1870,-86.3906
1871,-86.3906
1872,-86.3907
1873,-86.3907
1874,-86.3907
1875,-86.3908
1876,-86.3908
1877,-86.3908
1878,-86.3909
1879,-86.3909
1880,-86.391
1881,-86.391
1882,-86.391
1883,-86.3911
1884,-86.3911
1885,-86.3911
1886,-86.3912
1887,-86.3912
1888,-86.3912
1889,-86.3913
1890,-86.3913
1891,-86.3913
1892,-86.3914
1893,-86.3914
1894,-86.3914
1895,-86.3914
1896,-86.3915
1897,-86.3915
1898,-86.3915
1899,-86.3916
1900,-86.3916
1901,-86.3916
1902,-86.3917
1903,-86.3917
1904,-86.3917
1905,-86.3918
1906,-86.3918
1907,-86.3918
1908,-86.3918
1909,-86.3919
1910,-86.3919
1911,-86.3919
1912,-86.392
1913,-86.392
1914,-86.392
1915,-86.392
1916,-86.3921
1917,-86.3921
1918,-86.3921
1919,-86.3922
1920,-86.3922
1921,-86.3922
1922,-86.3922
1923,-86.3923
1924,-86.3923
1925,-86.3923
1926,-86.3923
1927,-86.3924
1928,-86.3924
1929,-86.3924
1930,-86.3924
1931,-86.3925
1932,-86.3925
1933,-86.3925
1934,-86.3925
1935,-86.3926
1936,-86.3926
1937,-86.3926
1938,-86.3926
1939,-86.3927
1940,-86.3927
1941,-86.3927
1942,-86.3927
1943,-86.3928
1944,-86.3928
1945,-86.3928
1946,-86.3928
1947,-86.3929
1948,-86.3929
1949,-86.3929
1950,-86.3929
1951,-86.3929
1952,-86.393
1953,-86.393
1954,-86.393
1955,-86.393
1956,-86.3931
1957,-86.3931
1958,-86.3931
1959,-86.3931
1960,-86.3931
1961,-86.3932
1962,-86.3932
1963,-86.3932
1964,-86.3932
1965,-86.3933
1966,-86.3933
1967,-86.3933
1968,-86.3933
1969,-86.3933
1970,-86.3934
1971,-86.3934
1972,-86.3934
1973,-86.3934
1974,-86.3934
1975,-86.3935
1976,-86.3935
1977,-86.3935
1978,-86.3935
1979,-86.3935
1980,-86.3936
1981,-86.3936
1982,-86.3936
1983,-86.3936
1984,-86.3936
1985,-86.3937
1986,-86.3937
1987,-86.3937
1988,-86.3937
1989,-86.3937
1990,-86.3937
1991,-86.3938
1992,-86.3938
1993,-86.3938
1994,-86.3938
1995,-86.3938
1996,-86.3939
1997,-86.3939
1998,-86.3939
1999,-86.3939
2000,-86.3939
2001,-86.3939
2002,-86.394
2003,-86.394
2004,-86.394
2005,-86.394
2006,-86.394
2007,-86.394
2008,-86.3941
2009,-86.3941
2010,-86.3941
2011,19.371
2012,31.1848
2013,23.756
2014,19.8588
2015,17.5402
2016,16.0696
2017,15.1606
2018,14.6594
2019,14.4639
2020,14.4961
2021,14.693
2022,15.0043
2023,15.3907
2024,15.8229
2025,16.2795
2026,16.7459
2027,17.212
2028,17.671
2029,18.117
2030,18.5461
2031,18.9557
2032,19.3442
2033,19.7104
2034,20.0536
2035,20.3731
2036,20.6687
2037,20.9402
2038,21.1877
2039,21.4115
2040,21.6123
2041,21.7905
2042,21.9473
2043,22.0835
2044,22.2003
2045,22.299
2046,22.3806
2047,22.4465
2048,22.498
2049,22.5362
2050,22.5623
2051,22.5775
2052,22.5828
2053,22.5792
2054,22.5676
2055,22.5488
2056,22.5237
2057,22.4929
2058,22.457
2059,22.4167
2060,22.3724
2061,22.3247
2062,22.2738
2063,22.2202
2064,22.1642
2065,22.1061
2066,22.0461
2067,21.9845
2068,21.9214
2069,21.857
2070,21.7915
2071,21.7249
2072,21.6575
2073,21.5892
2074,21.5203
2075,21.4507
2076,21.3805
2077,21.3098
2078,21.2386
2079,21.167
2080,21.095
2081,21.0226
2082,20.9499
2083,20.8769
2084,20.8035
2085,20.7299
2086,20.6559
2087,20.5817
2088,20.5073
2089,20.4326
2090,20.3576
2091,20.2824
2092,20.207
2093,20.1313
2094,20.0553
2095,19.9792
2096,19.9027
2097,19.8261
2098,19.7491
2099,19.672
2100,19.5945
2101,19.5169
2102,19.4389
2103,19.3607
2104,19.2822
2105,19.2034
2106,19.1244
2107,19.045
2108,18.9654
2109,18.8855
2110,18.8052
2111,18.7247
2112,18.6439
2113,18.5627
2114,18.4812
2115,18.3993
2116,18.3172
2117,18.2346
2118,18.1517
2119,18.0685
2120,17.9849
2121,17.9009
2122,17.8166
2123,17.7318
2124,17.6467
2125,17.5611
2126,17.4752
2127,17.3888
2128,17.302
2129,17.2148
2130,17.1271
2131,17.039
2132,16.9504
2133,16.8614
2134,16.7718
2135,16.6818
2136,16.5914
2137,16.5004
2138,16.4089
2139,16.3169
2140,16.2244
2141,16.1313
2142,16.0377
2143,15.9436
2144,15.8488
2145,15.7535
2146,15.6577
2147,15.5612
2148,15.4642
2149,15.3665
2150,15.2682
2151,15.1693
2152,15.0697
2153,14.9695
2154,14.8686
2155,14.767
2156,14.6648
2157,14.5618
2158,14.4582
2159,14.3538
2160,14.2487
2161,14.1428
2162,14.0362
2163,13.9288
2164,13.8206
2165,13.7116
2166,13.6018
2167,13.4912
2168,13.3797
2169,13.2674
2170,13.1543
2171,13.0402
2172,12.9253
2173,12.8094
2174,12.6926
2175,12.5749
2176,12.4562
2177,12.3366
2178,12.2159
2179,12.0943
2180,11.9716
2181,11.8479
2182,11.7231
2183,11.5973
2184,11.4704
2185,11.3424
2186,11.2132
2187,11.0829
2188,10.9515
2189,10.8188
2190,10.685
2191,10.55
2192,10.4137
2193,10.2761
2194,10.1373
2195,9.99715
2196,9.85571
2197,9.71292
2198,9.56877
2199,9.42323
2200,9.27629
2201,9.12792
2202,8.9781
2203,8.82681
2204,8.67402
2205,8.51971
2206,8.36386
2207,8.20644
2208,8.04743
2209,7.88681
2210,7.72454
2211,7.56062
2212,7.395
2213,7.22766
2214,7.05859
2215,6.88774
2216,6.7151
2217,6.54064
2218,6.36434
2219,6.18615
2220,6.00607
2221,5.82405
2222,5.64007
2223,5.45411
2224,5.26613
2225,5.0761
2226,4.88399
2227,4.68978
2228,4.49342
2229,4.2949
2230,4.09417
2231,3.8912
2232,3.68597
2233,3.47843
2234,3.26854
2235,3.05628
2236,2.8416
2237,2.62447
2238,2.40484
2239,2.18266
2240,1.95791
2241,1.73052
2242,1.50046
2243,1.26766
2244,1.03208
2245,0.793662
2246,0.552343
2247,0.30806
2248,0.0607482
2249,-0.189665
2250,-0.443253
2251,-0.700098
2252,-0.960285
2253,-1.2239
2254,-1.49105
2255,-1.76183
2256,-2.03635
2257,-2.31473
2258,-2.59709
2259,-2.88357
2260,-3.17431
2261,-3.46946
2262,-3.76917
2263,-4.07362
2264,-4.38299
2265,-4.69747
2266,-5.01725
2267,-5.34257
2268,-5.67363
2269,-6.01068
2270,-6.35397
2271,-6.70377
2272,-7.06034
2273,-7.42399
2274,-7.79501
2275,-8.17372
2276,-8.56046
2277,-8.95556
2278,-9.35939
2279,-9.77231
2280,-10.1947
2281,-10.627
2282,-11.0695
2283,-11.5227
2284,-11.9871
2285,-12.463
2286,-12.9508
2287,-13.4511
2288,-13.9643
2289,-14.4908
2290,-15.031
2291,-15.5855
2292,-16.1547
2293,-16.7389
2294,-17.3388
2295,-17.9546
2296,-18.5869
2297,-19.2361
2298,-19.9027
2299,-20.587
2300,-21.2896
2301,-22.0109
2302,-22.7514
2303,-23.5117
2304,-24.2923
2305,-25.0939
2306,-25.9171
2307,-26.7627
2308,-27.6315
2309,-28.5246
2310,-29.443
2311,-30.3881
2312,-31.3611
2313,-32.364
2314,-33.3984
2315,-34.4668
2316,-35.5715
2317,-36.7156
2318,-37.9025
2319,-39.1359
2320,-40.4204
2321,-41.761
2322,-43.1635
2323,-44.6341
2324,-46.18
2325,-47.8088
2326,-49.528
2327,-51.3451
2328,-53.2659
2329,-55.2931
2330,-57.4244
2331,-59.6492
2332,-61.9444
2333,-64.2754
2334,-66.6008
2335,-68.8708
2336,-71.0358
2337,-73.0536
2338,-74.8947
2339,-76.5439
2340,-77.9996
2341,-79.2701
2342,-80.3703
2343,-81.3179
2344,-82.1311
2345,-82.8267
2346,-83.4194
2347,-83.9219
2348,-84.3451
2349,-84.6986
2350,-84.991
2351,-85.2305
2352,-85.4247
2353,-85.5805
2354,-85.7046
2355,-85.8026
2356,-85.8796
2357,-85.9399
2358,-85.987
2359,-86.0238
2360,-86.0524
2361,-86.0749
2362,-86.0925
2363,-86.1065
2364,-86.1176
2365,-86.1265
2366,-86.1338
2367,-86.1398
2368,-86.1448
2369,-86.149
2370,-86.1527
2371,-86.156
2372,-86.1589
2373,-86.1616
2374,-86.164
2375,-86.1663
2376,-86.1685
2377,-86.1706
2378,-86.1726
2379,-86.1745
2380,-86.1764
2381,-86.1783
2382,-86.1801
2383,-86.1819
2384,-86.1837
2385,-86.1854
2386,-86.1871
2387,-86.1888
2388,-86.1905
2389,-86.1922
2390,-86.1939
2391,-86.1955
2392,-86.1971
2393,-86.1988
2394,-86.2004
2395,-86.202
2396,-86.2035
2397,-86.2051
2398,-86.2067
2399,-86.2082
2400,-86.2098
2401,-86.2113
2402,-86.2128
2403,-86.2143
2404,-86.2158
2405,-86.2172
2406,-86.2187
2407,-86.2202
2408,-86.2216
2409,-86.223
2410,-86.2244
2411,-86.2258
2412,-86.2272
2413,-86.2286
2414,-86.23
2415,-86.2313
2416,-86.2327
2417,-86.234
2418,-86.2353
2419,-86.2367
2420,-86.238
2421,-86.2392
2422,-86.2405
2423,-86.2418
2424,-86.2431
2425,-86.2443
2426,-86.2455
2427,-86.2468
2428,-86.248
2429,-86.2492
2430,-86.2504
2431,-86.2516
2432,-86.2527
2433,-86.2539
2434,-86.255
2435,-86.2562
2436,-86.2573
2437,-86.2584
2438,-86.2596
2439,-86.2607
2440,-86.2617
2441,-86.2628
2442,-86.2639
2443,-86.265
2444,-86.266
2445,-86.2671
2446,-86.2681
2447,-86.2691
2448,-86.2701
2449,-86.2711
2450,-86.2721
2451,-86.2731
2452,-86.2741
2453,-86.2751
2454,-86.276
2455,-86.277
2456,-86.2779
2457,-86.2789
2458,-86.2798
2459,-86.2807
2460,-86.2816
2461,-86.2825
2462,-86.2834
2463,-86.2843
2464,-86.2852
2465,-86.2861
2466,-86.2869
2467,-86.2878
2468,-86.2886
2469,-86.2895
2470,-86.2903
2471,-86.2911
2472,-86.292
2473,-86.2928
2474,-86.2936
2475,-86.2944
2476,-86.2951
2477,-86.2959
2478,-86.2967
2479,-86.2975
2480,-86.2982
2481,-86.299
2482,-86.2997
2483,-86.3005
2484,-86.3012
2485,-86.3019
2486,-86.3026
2487,-86.3033
2488,-86.3041
2489,-86.3048
2490,-86.3054
2491,-86.3061
2492,-86.3068
2493,-86.3075
2494,-86.3082
2495,-86.3088
2496,-86.3095
2497,-86.3101
2498,-86.3108
2499,-86.3114
2500,-86.312
2501,-86.3127
2502,-86.3133
2503,-86.3139
2504,-86.3145
2505,-86.3151
2506,-86.3157
2507,-86.3163
2508,-86.3169
2509,-86.3175
2510,-86.3181
2511,-86.3186
2512,-86.3192
2513,-86.3198
2514,-86.3203
2515,-86.3209
2516,-86.3214
2517,-86.322
2518,-86.3225
2519,-86.323
2520,-86.3236
2521,-86.3241
2522,-86.3246
2523,-86.3251
2524,-86.3256
2525,-86.3261
2526,-86.3266
2527,-86.3271
2528,-86.3276
2529,-86.3281
2530,-86.3286
2531,-86.3291
2532,-86.3295
2533,-86.33
2534,-86.3305
2535,-86.3309
2536,-86.3314
2537,-86.3319
2538,-86.3323
2539,-86.3328
2540,-86.3332
2541,-86.3336
2542,-86.3341
2543,-86.3345
2544,-86.3349
2545,-86.3353
2546,-86.3358
2547,-86.3362
2548,-86.3366
2549,-86.337
2550,-86.3374
2551,-86.3378
2552,-86.3382
2553,-86.3386
2554,-86.339
2555,-86.3394
2556,-86.3398
2557,-86.3401
2558,-86.3405
2559,-86.3409
2560,-86.3413
2561,-86.3416
2562,-86.342
2563,-86.3424
2564,-86.3427
2565,-86.3431
2566,-86.3434
2567,-86.3438
2568,-86.3441
2569,-86.3445
2570,-86.3448
2571,-86.3451
2572,-86.3455
2573,-86.3458
2574,-86.3461
2575,-86.3465
2576,-86.3468
2577,-86.3471
2578,-86.3474
2579,-86.3477
2580,-86.3481
2581,-86.3484
2582,-86.3487
2583,-86.349
2584,-86.3493
2585,-86.3496
2586,-86.3499
2587,-86.3502
2588,-86.3505
2589,-86.3508
2590,-86.351
2591,-86.3513
2592,-86.3516
2593,-86.3519
2594,-86.3522
2595,-86.3524
2596,-86.3527
2597,-86.353
2598,-86.3533
2599,-86.3535
2600,-86.3538
2601,-86.3541
2602,-86.3543
2603,-86.3546
2604,-86.3548
2605,-86.3551
2606,-86.3553
2607,-86.3556
2608,-86.3558
2609,-86.3561
2610,-86.3563
2611,-86.3566
2612,-86.3568
2613,-86.357
2614,-86.3573
2615,-86.3575
2616,-86.3577
2617,-86.358
2618,-86.3582
2619,-86.3584
2620,-86.3586
2621,-86.3589
2622,-86.3591
2623,-86.3593
2624,-86.3595
2625,-86.3597
2626,-86.3599
2627,-86.3602
2628,-86.3604
2629,-86.3606
2630,-86.3608
2631,-86.361
2632,-86.3612
2633,-86.3614
2634,-86.3616
2635,-86.3618
2636,-86.362
2637,-86.3622
2638,-86.3624
2639,-86.3626
2640,-86.3628
2641,-86.363
2642,-86.3631
2643,-86.3633
2644,-86.3635
2645,-86.3637
2646,-86.3639
2647,-86.3641
2648,-86.3642
2649,-86.3644
2650,-86.3646
2651,-86.3648
2652,-86.3649
2653,-86.3651
2654,-86.3653
2655,-86.3654
2656,-86.3656
2657,-86.3658
2658,-86.3659
2659,-86.3661
2660,-86.3663
2661,-86.3664
2662,-86.3666
2663,-86.3667
2664,-86.3669
2665,-86.3671
2666,-86.3672
2667,-86.3674
2668,-86.3675
2669,-86.3677
2670,-86.3678
2671,-86.368
2672,-86.3681
2673,-86.3683
2674,-86.3684
2675,-86.3686
2676,-86.3687
2677,-86.3688
2678,-86.369
2679,-86.3691
2680,-86.3693
2681,-86.3694
2682,-86.3695
2683,-86.3697
2684,-86.3698
2685,-86.3699
2686,-86.3701
2687,-86.3702
2688,-86.3703
2689,-86.3705
2690,-86.3706
2691,-86.3707
2692,-86.3708
2693,-86.371
2694,-86.3711
2695,-86.3712
2696,-86.3713
2697,-86.3715
2698,-86.3716
2699,-86.3717
2700,-86.3718
2701,-86.3719
2702,-86.3721
2703,-86.3722
2704,-86.3723
2705,-86.3724
2706,-86.3725
2707,-86.3726
2708,-86.3727
2709,-86.3729
2710,-86.373
2711,-86.3731
2712,-86.3732
2713,-86.3733
2714,-86.3734
2715,-86.3735
2716,-86.3736
2717,-86.3737
2718,-86.3738
2719,-86.3739
2720,-86.374
2721,-86.3741
2722,-86.3742
2723,-86.3743
2724,-86.3744
2725,-86.3745
2726,-86.3746
2727,-86.3747
2728,-86.3748
2729,-86.3749
2730,-86.375
2731,-86.3751
2732,-86.3752
2733,-86.3753
2734,-86.3754
2735,-86.3755
2736,-86.3756
2737,-86.3757
2738,-86.3757
2739,-86.3758
2740,-86.3759
2741,-86.376
2742,-86.3761
2743,-86.3762
2744,-86.3763
2745,-86.3764
2746,-86.3764
2747,-86.3765
2748,-86.3766
2749,-86.3767
2750,-86.3768
2751,-86.3769
2752,-86.3769
2753,-86.377
2754,-86.3771
2755,-86.3772
2756,-86.3773
2757,-86.3773
2758,-86.3774
2759,-86.3775
2760,-86.3776
2761,-86.3776
2762,-86.3777
2763,-86.3778
2764,-86.3779
2765,-86.3779
2766,-86.378
2767,-86.3781
2768,-86.3782
2769,-86.3782
2770,-86.3783
2771,-86.3784
2772,-86.3784
2773,-86.3785
2774,-86.3786
2775,-86.3786
2776,-86.3787
2777,-86.3788
2778,-86.3788
2779,-86.3789
2780,-86.379
2781,-86.379
2782,-86.3791
2783,-86.3792
2784,-86.3792
2785,-86.3793
2786,-86.3794
2787,-86.3794
2788,-86.3795
2789,-86.3796
2790,-86.3796
2791,-86.3797
2792,-86.3797
2793,-86.3798
2794,-86.3799
2795,-86.3799
2796,-86.38
2797,-86.38
2798,-86.3801
2799,-86.3802
2800,-86.3802
2801,-86.3803
2802,-86.3803
2803,-86.3804
2804,-86.3804
2805,-86.3805
2806,-86.3805
2807,-86.3806
2808,-86.3807
2809,-86.3807
2810,-86.3808
2811,-86.3808
2812,-86.3809
2813,-86.3809
2814,-86.381
2815,-86.381
2816,-86.3811
2817,-86.3811
2818,-86.3812
2819,-86.3812
2820,-86.3813
2821,-86.3813
2822,-86.3814
2823,-86.3814
2824,-86.3815
2825,-86.3815
2826,-86.3816
2827,-86.3816
2828,-86.3817
2829,-86.3817
2830,-86.3818
2831,-86.3818
2832,-86.3819
2833,-86.3819
2834,-86.3819
2835,-86.382
2836,-86.382
2837,-86.3821
2838,-86.3821
2839,-86.3822
2840,-86.3822
2841,-86.3823
2842,-86.3823
2843,-86.3823
2844,-86.3824
2845,-86.3824
2846,-86.3825
2847,-86.3825
2848,-86.3826
2849,-86.3826
2850,-86.3826
2851,-86.3827
2852,-86.3827
2853,-86.3828
2854,-86.3828
2855,-86.3828
2856,-86.3829
2857,-86.3829
2858,-86.383
2859,-86.383
2860,-86.383
2861,-86.3831
2862,-86.3831
2863,-86.3831
2864,-86.3832
2865,-86.3832
2866,-86.3833
2867,-86.3833
2868,-86.3833
2869,-86.3834
2870,-86.3834
2871,-86.3834
2872,-86.3835
2873,-86.3835
2874,-86.3835
2875,-86.3836
2876,-86.3836
2877,-86.3837
2878,-86.3837
2879,-86.3837
2880,-86.3838
2881,-86.3838
2882,-86.3838
2883,-86.3839
2884,-86.3839
2885,-86.3839
2886,-86.384
2887,-86.384
2888,-86.384
2889,-86.3841
2890,-86.3841
2891,-86.3841
2892,-86.3841
2893,-86.3842
2894,-86.3842
2895,-86.3842
2896,-86.3843
2897,-86.3843
2898,-86.3843
2899,-86.3844
2900,-86.3844
2901,-86.3844
2902,-86.3845
2903,-86.3845
2904,-86.3845
2905,-86.3845
2906,-86.3846
2907,-86.3846
2908,-86.3846
2909,-86.3847
2910,-86.3847
2911,-86.3847
2912,-86.3847
2913,-86.3848
2914,-86.3848
2915,-86.3848
2916,-86.3848
2917,-86.3849
2918,-86.3849
2919,-86.3849
2920,-86.385
2921,-86.385
2922,-86.385
2923,-86.385
2924,-86.3851
2925,-86.3851
2926,-86.3851
2927,-86.3851
2928,-86.3852
2929,-86.3852
2930,-86.3852
2931,-86.3852
2932,-86.3853
2933,-86.3853
2934,-86.3853
2935,-86.3853
2936,-86.3854
2937,-86.3854
2938,-86.3854
2939,-86.3854
2940,-86.3855
2941,-86.3855
2942,-86.3855
2943,-86.3855
2944,-86.3856
2945,-86.3856
2946,-86.3856
2947,-86.3856
2948,-86.3856
2949,-86.3857
2950,-86.3857
2951,-86.3857
2952,-86.3857
2953,-86.3858
2954,-86.3858
2955,-86.3858
2956,-86.3858
2957,-86.3858
2958,-86.3859
2959,-86.3859
2960,-86.3859
2961,-86.3859
2962,-86.386
2963,-86.386
2964,-86.386
2965,-86.386
2966,-86.386
2967,-86.3861
2968,-86.3861
2969,-86.3861
2970,-86.3861
2971,-86.3861
2972,-86.3862
2973,-86.3862
2974,-86.3862
2975,-86.3862
2976,-86.3862
2977,-86.3863
2978,-86.3863
2979,-86.3863
2980,-86.3863
2981,-86.3863
2982,-86.3864
2983,-86.3864
2984,-86.3864
2985,-86.3864
2986,-86.3864
2987,-86.3864
2988,-86.3865
2989,-86.3865
2990,-86.3865
2991,-86.3865
2992,-86.3865
2993,-86.3866
2994,-86.3866
2995,-86.3866
2996,-86.3866
2997,-86.3866
2998,-86.3866
2999,-86.3867
3000,-86.3867
3001,-86.3867
3002,-86.3867
3003,-86.3867
3004,-86.3867
3005,-86.3868
3006,-86.3868
3007,-86.3868
3008,-86.3868
3009,-86.3868
3010,-86.3868
3011,19.4284
3012,31.1946
3013,23.7413
3014,19.741
3015,17.3509
3016,15.8536
3017,14.9432
3018,14.4533
3019,14.2745
3020,14.3245
3021,14.5379
3022,14.8634
3023,15.2612
3024,15.7021
3025,16.1651
3026,16.6359
3027,17.1048
3028,17.5655
3029,18.0126
3030,18.4422
3031,18.8522
3032,19.241
3033,19.6075
3034,19.951
3035,20.2709
3036,20.5671
3037,20.8393
3038,21.0876
3039,21.3124
3040,21.5142
3041,21.6936
3042,21.8515
3043,21.989
3044,22.107
3045,22.2068
3046,22.2896
3047,22.3567
3048,22.4093
3049,22.4485
3050,22.4756
3051,22.4917
3052,22.4978
3053,22.4949
3054,22.4839
3055,22.4658
3056,22.4411
3057,22.4108
3058,22.3753
3059,22.3353
3060,22.2913
3061,22.2437
3062,22.193
3063,22.1395
3064,22.0836
3065,22.0255
3066,21.9655
3067,21.9038
3068,21.8406
3069,21.7761
3070,21.7104
3071,21.6437
3072,21.5761
3073,21.5076
3074,21.4384
3075,21.3686
3076,21.2982
3077,21.2272
3078,21.1557
3079,21.0838
3080,21.0115
3081,20.9388
3082,20.8658
3083,20.7924
3084,20.7187
3085,20.6447
3086,20.5705
3087,20.4959
3088,20.4211
3089,20.346
3090,20.2707
3091,20.1951
3092,20.1193
3093,20.0432
3094,19.9669
3095,19.8904
3096,19.8135
3097,19.7365
3098,19.6591
3099,19.5816
3100,19.5037
3101,19.4256
3102,19.3473
3103,19.2686
3104,19.1897
3105,19.1105
3106,19.031
3107,18.9513
3108,18.8712
3109,18.7908
3110,18.7101
3111,18.6292
3112,18.5478
3113,18.4662
3114,18.3842
3115,18.3019
3116,18.2193
3117,18.1363
3118,18.0529
3119,17.9692
3120,17.8851
3121,17.8007
3122,17.7158
3123,17.6305
3124,17.5449
3125,17.4588
3126,17.3724
3127,17.2855
3128,17.1982
3129,17.1104
3130,17.0222
3131,16.9335
3132,16.8444
3133,16.7548
3134,16.6647
3135,16.5742
3136,16.4831
3137,16.3916
3138,16.2995
3139,16.2069
3140,16.1138
3141,16.0201
3142,15.9259
3143,15.8311
3144,15.7358
3145,15.6399
3146,15.5434
3147,15.4463
3148,15.3485
3149,15.2502
3150,15.1512
3151,15.0516
3152,14.9514
3153,14.8504
3154,14.7489
3155,14.6466
3156,14.5436
3157,14.4399
3158,14.3355
3159,14.2304
3160,14.1245
3161,14.0178
3162,13.9104
3163,13.8022
3164,13.6933
3165,13.5835
3166,13.4728
3167,13.3614
3168,13.2491
3169,13.1359
3170,13.0219
3171,12.9069
3172,12.7911
3173,12.6743
3174,12.5566
3175,12.4379
3176,12.3183
3177,12.1977
3178,12.076
3179,11.9534
3180,11.8297
3181,11.705
3182,11.5792
3183,11.4523
3184,11.3243
3185,11.1952
3186,11.065
3187,10.9336
3188,10.801
3189,10.6672
3190,10.5322
3191,10.3959
3192,10.2584
3193,10.1197
3194,9.9796
3195,9.83821
3196,9.69549
3197,9.5514
3198,9.40594
3199,9.25907
3200,9.11077
3201,8.96103
3202,8.80982
3203,8.65711
3204,8.50289
3205,8.34712
3206,8.1898
3207,8.03088
3208,7.87035
3209,7.70819
3210,7.54436
3211,7.37884
3212,7.21162
3213,7.04265
3214,6.87192
3215,6.69939
3216,6.52505
3217,6.34887
3218,6.17081
3219,5.99085
3220,5.80897
3221,5.62512
3222,5.4393
3223,5.25145
3224,5.06157
3225,4.86961
3226,4.67554
3227,4.47934
3228,4.28098
3229,4.08041
3230,3.87761
3231,3.67254
3232,3.46517
3233,3.25546
3234,3.04338
3235,2.82888
3236,2.61193
3237,2.39249
3238,2.17051
3239,1.94595
3240,1.71876
3241,1.4889
3242,1.25632
3243,1.02095
3244,0.78275
3245,0.541652
3246,0.297596
3247,0.050515
3248,-0.199662
3249,-0.45301
3250,-0.70961
3251,-0.969545
3252,-1.23291
3253,-1.49979
3254,-1.7703
3255,-2.04455
3256,-2.32265
3257,-2.60472
3258,-2.8909
3259,-3.18133
3260,-3.47616
3261,-3.77555
3262,-4.07966
3263,-4.38869
3264,-4.7028
3265,-5.02222
3266,-5.34715
3267,-5.67781
3268,-6.01444
3269,-6.35729
3270,-6.70663
3271,-7.06273
3272,-7.42587
3273,-7.79637
3274,-8.17453
3275,-8.56068
3276,-8.95517
3277,-9.35835
3278,-9.77059
3279,-10.1923
3280,-10.6238
3281,-11.0655
3282,-11.5179
3283,-11.9813
3284,-12.4563
3285,-12.9431
3286,-13.4423
3287,-13.9544
3288,-14.4797
3289,-15.0187
3290,-15.5718
3291,-16.1396
3292,-16.7224
3293,-17.3207
3294,-17.9349
3295,-18.5655
3296,-19.2129
3297,-19.8775
3298,-20.5598
3299,-21.2603
3300,-21.9795
3301,-22.7177
3302,-23.4756
3303,-24.2537
3304,-25.0527
3305,-25.8732
3306,-26.7159
3307,-27.5818
3308,-28.4718
3309,-29.387
3310,-30.3285
3311,-31.298
3312,-32.297
3313,-33.3275
3314,-34.3916
3315,-35.4918
3316,-36.631
3317,-37.8127
3318,-39.0405
3319,-40.3189
3320,-41.6529
3321,-43.0482
3322,-44.511
3323,-46.0484
3324,-47.6678
3325,-49.3769
3326,-51.1832
3327,-53.0926
3328,-55.1082
3329,-57.2283
3330,-59.4432
3331,-61.731
3332,-64.0581
3333,-66.3837
3334,-68.6588
3335,-70.8335
3336,-72.8647
3337,-74.7215
3338,-76.3876
3339,-77.8601
3340,-79.1465
3341,-80.2612
3342,-81.2218
3343,-82.0464
