environment | time (millisecond),membrane | V (millivolt)
1715,-86.3858
1716,-86.3859
1717,-86.386
1718,-86.3861
1719,-86.3862
1720,-86.3863
1721,-86.3863
1722,-86.3864
1723,-86.3865
1724,-86.3866
1725,-86.3867
1726,-86.3867
1727,-86.3868
1728,-86.3869
1729,-86.387
1730,-86.3871
1731,-86.3871
1732,-86.3872
1733,-86.3873
1734,-86.3874
1735,-86.3874
1736,-86.3875
1737,-86.3876
1738,-86.3877
1739,-86.3877
1740,-86.3878
1741,-86.3879
1742,-86.388
1743,-86.388
1744,-86.3881
1745,-86.3882
1746,-86.3882
1747,-86.3883
1748,-86.3884
1749,-86.3884
1750,-86.3885
1751,-86.3886
1752,-86.3887
1753,-86.3887
1754,-86.3888
1755,-86.3889
1756,-86.3889
1757,-86.389
1758,-86.389
1759,-86.3891
1760,-86.3892
1761,-86.3892
1762,-86.3893
1763,-86.3894
1764,-86.3894
1765,-86.3895
1766,-86.3895
1767,-86.3896
1768,-86.3897
1769,-86.3897
1770,-86.3898
1771,-86.3898
1772,-86.3899
1773,-86.39
1774,-86.39
1775,-86.3901
1776,-86.3901
1777,-86.3902
1778,-86.3902
1779,-86.3903
1780,-86.3904
1781,-86.3904
1782,-86.3905
1783,-86.3905
1784,-86.3906
1785,-86.3906
1786,-86.3907
1787,-86.3907
1788,-86.3908
1789,-86.3908
1790,-86.3909
1791,-86.3909
1792,-86.391
1793,-86.391
1794,-86.3911
1795,-86.3911
1796,-86.3912
1797,-86.3912
1798,-86.3913
1799,-86.3913
1800,-86.3914
1801,-86.3914
1802,-86.3915
1803,-86.3915
1804,-86.3916
1805,-86.3916
1806,-86.3917
1807,-86.3917
1808,-86.3918
1809,-86.3918
1810,-86.3918
1811,-86.3919
1812,-86.3919
1813,-86.392
1814,-86.392
1815,-86.3921
1816,-86.3921
1817,-86.3922
1818,-86.3922
1819,-86.3922
1820,-86.3923
1821,-86.3923
1822,-86.3924
1823,-86.3924
1824,-86.3924
1825,-86.3925
1826,-86.3925
1827,-86.3926
1828,-86.3926
1829,-86.3926
1830,-86.3927
1831,-86.3927
1832,-86.3928
1833,-86.3928
1834,-86.3928
1835,-86.3929
1836,-86.3929
1837,-86.393
1838,-86.393
1839,-86.393
1840,-86.3931
1841,-86.3931
1842,-86.3931
1843,-86.3932
1844,-86.3932
1845,-86.3933
1846,-86.3933
1847,-86.3933
1848,-86.3934
1849,-86.3934
1850,-86.3934
1851,-86.3935
1852,-86.3935
1853,-86.3935
1854,-86.3936
1855,-86.3936
1856,-86.3936
1857,-86.3937
1858,-86.3937
1859,-86.3937
1860,-86.3938
1861,-86.3938
1862,-86.3938
1863,-86.3939
1864,-86.3939
1865,-86.3939
1866,-86.394
1867,-86.394
1868,-86.394
1869,-86.3941
1870,-86.3941
1871,-86.3941
1872,-86.3941
1873,-86.3942
1874,-86.3942
1875,-86.3942
1876,-86.3943
1877,-86.3943
1878,-86.3943
1879,-86.3944
1880,-86.3944
1881,-86.3944
1882,-86.3944
1883,-86.3945
1884,-86.3945
1885,-86.3945
1886,-86.3946
1887,-86.3946
1888,-86.3946
1889,-86.3946
1890,-86.3947
1891,-86.3947
1892,-86.3947
1893,-86.3947
1894,-86.3948
1895,-86.3948
1896,-86.3948
1897,-86.3948
1898,-86.3949
1899,-86.3949
1900,-86.3949
1901,-86.395
1902,-86.395
1903,-86.395
1904,-86.395
1905,-86.3951
1906,-86.3951
1907,-86.3951
1908,-86.3951
1909,-86.3952
1910,-86.3952
1911,-86.3952
1912,-86.3952
1913,-86.3952
1914,-86.3953
1915,-86.3953
1916,-86.3953
1917,-86.3953
1918,-86.3954
1919,-86.3954
1920,-86.3954
1921,-86.3954
1922,-86.3955
1923,-86.3955
1924,-86.3955
1925,-86.3955
1926,-86.3955
1927,-86.3956
1928,-86.3956
1929,-86.3956
1930,-86.3956
1931,-86.3957
1932,-86.3957
1933,-86.3957
1934,-86.3957
1935,-86.3957
1936,-86.3958
1937,-86.3958
1938,-86.3958
1939,-86.3958
1940,-86.3958
1941,-86.3959
1942,-86.3959
1943,-86.3959
1944,-86.3959
1945,-86.3959
1946,-86.396
1947,-86.396
1948,-86.396
1949,-86.396
1950,-86.396
1951,-86.3961
1952,-86.3961
1953,-86.3961
1954,-86.3961
1955,-86.3961
1956,-86.3962
1957,-86.3962
1958,-86.3962
1959,-86.3962
1960,-86.3962
1961,-86.3963
1962,-86.3963
1963,-86.3963
1964,-86.3963
1965,-86.3963
1966,-86.3963
1967,-86.3964
1968,-86.3964
1969,-86.3964
1970,-86.3964
1971,-86.3964
1972,-86.3965
1973,-86.3965
1974,-86.3965
1975,-86.3965
1976,-86.3965
1977,-86.3965
1978,-86.3966
1979,-86.3966
1980,-86.3966
1981,-86.3966
1982,-86.3966
1983,-86.3966
1984,-86.3967
1985,-86.3967
1986,-86.3967
1987,-86.3967
1988,-86.3967
1989,-86.3967
1990,-86.3968
1991,-86.3968
1992,-86.3968
1993,-86.3968
1994,-86.3968
1995,-86.3968
1996,-86.3968
1997,-86.3969
1998,-86.3969
1999,-86.3969
2000,-86.3969
2001,-86.3969
2002,-86.3969
2003,-86.397
2004,-86.397
2005,-86.397
2006,-86.397
2007,-86.397
2008,-86.397
2009,-86.397
2010,-86.397
2011,19.3415
2012,31.178
2013,23.7614
2014,19.9145
2015,17.6325
2016,16.1753
2017,15.2666
2018,14.7591
2019,14.5544
2020,14.5767
2021,14.7642
2022,15.0672
2023,15.4466
2024,15.8728
2025,16.3246
2026,16.787
2027,17.2496
2028,17.7055
2029,18.1486
2030,18.5747
2031,18.9813
2032,19.3666
2033,19.7293
2034,20.0688
2035,20.3843
2036,20.6756
2037,20.9426
2038,21.1852
2039,21.404
2040,21.5994
2041,21.7721
2042,21.923
2043,22.0532
2044,22.1638
2045,22.256
2046,22.331
2047,22.3902
2048,22.4347
2049,22.4657
2050,22.4846
2051,22.4923
2052,22.49
2053,22.4786
2054,22.459
2055,22.4321
2056,22.3987
2057,22.3594
2058,22.3148
2059,22.2656
2060,22.2123
2061,22.1552
2062,22.0949
2063,22.0316
2064,21.9657
2065,21.8975
2066,21.8272
2067,21.755
2068,21.6811
2069,21.6056
2070,21.5288
2071,21.4508
2072,21.3716
2073,21.2914
2074,21.2102
2075,21.128
2076,21.0451
2077,20.9614
2078,20.8769
2079,20.7917
2080,20.7059
2081,20.6194
2082,20.5323
2083,20.4446
2084,20.3562
2085,20.2673
2086,20.1779
2087,20.0878
2088,19.9972
2089,19.906
2090,19.8143
2091,19.722
2092,19.6291
2093,19.5357
2094,19.4417
2095,19.3471
2096,19.252
2097,19.1562
2098,19.0599
2099,18.9629
2100,18.8653
2101,18.7671
2102,18.6683
2103,18.5688
2104,18.4687
2105,18.3679
2106,18.2664
2107,18.1643
2108,18.0614
2109,17.9579
2110,17.8536
2111,17.7485
2112,17.6428
2113,17.5362
2114,17.4289
2115,17.3208
2116,17.212
2117,17.1022
2118,16.9917
2119,16.8803
2120,16.768
2121,16.6549
2122,16.5409
2123,16.426
2124,16.3101
2125,16.1933
2126,16.0755
2127,15.9568
2128,15.8371
2129,15.7163
2130,15.5945
2131,15.4717
2132,15.3478
2133,15.2228
2134,15.0967
2135,14.9695
2136,14.8412
2137,14.7116
2138,14.5809
2139,14.4489
2140,14.3157
2141,14.1813
2142,14.0456
2143,13.9085
2144,13.7702
2145,13.6305
2146,13.4894
2147,13.3469
2148,13.2029
2149,13.0575
2150,12.9107
2151,12.7623
2152,12.6123
2153,12.4608
2154,12.3077
2155,12.153
2156,11.9966
2157,11.8385
2158,11.6787
2159,11.5171
2160,11.3538
2161,11.1886
2162,11.0216
2163,10.8526
2164,10.6818
2165,10.509
2166,10.3342
2167,10.1573
2168,9.97837
2169,9.79732
2170,9.61412
2171,9.42871
2172,9.24107
2173,9.05114
2174,8.85889
2175,8.66427
2176,8.46723
2177,8.26773
2178,8.06572
2179,7.86116
2180,7.654
2181,7.44418
2182,7.23165
2183,7.01637
2184,6.79828
2185,6.57732
2186,6.35345
2187,6.1266
2188,5.89671
2189,5.66374
2190,5.42761
2191,5.18827
2192,4.94565
2193,4.69969
2194,4.45032
2195,4.19747
2196,3.94107
2197,3.68105
2198,3.41732
2199,3.14982
2200,2.87845
2201,2.60313
2202,2.32377
2203,2.04028
2204,1.75255
2205,1.46049
2206,1.16397
2207,0.862891
2208,0.557117
2209,0.246518
2210,-0.0690478
2211,-0.389732
2212,-0.715696
2213,-1.04712
2214,-1.38417
2215,-1.72707
2216,-2.07603
2217,-2.43127
2218,-2.79304
2219,-3.16161
2220,-3.53727
2221,-3.92031
2222,-4.31106
2223,-4.70988
2224,-5.11713
2225,-5.53322
2226,-5.95855
2227,-6.39358
2228,-6.83878
2229,-7.29465
2230,-7.7617
2231,-8.24049
2232,-8.73159
2233,-9.2356
2234,-9.75313
2235,-10.2848
2236,-10.8313
2237,-11.3933
2238,-11.9715
2239,-12.5665
2240,-13.179
2241,-13.8097
2242,-14.4593
2243,-15.1285
2244,-15.8178
2245,-16.5278
2246,-17.2592
2247,-18.0125
2248,-18.7881
2249,-19.5866
2250,-20.4084
2251,-21.2539
2252,-22.1236
2253,-23.0176
2254,-23.9366
2255,-24.8809
2256,-25.851
2257,-26.8474
2258,-27.8708
2259,-28.922
2260,-30.0019
2261,-31.1118
2262,-32.2529
2263,-33.427
2264,-34.6362
2265,-35.8829
2266,-37.1701
2267,-38.5011
2268,-39.88
2269,-41.3114
2270,-42.8008
2271,-44.354
2272,-45.9778
2273,-47.6793
2274,-49.4657
2275,-51.3437
2276,-53.3184
2277,-55.3916
2278,-57.5597
2279,-59.8109
2280,-62.12
2281,-64.4524
2282,-66.7672
2283,-69.0168
2284,-71.1541
2285,-73.1402
2286,-74.9489
2287,-76.5673
2288,-77.9951
2289,-79.2414
2290,-80.3208
2291,-81.2509
2292,-82.0493
2293,-82.7326
2294,-83.3154
2295,-83.8102
2296,-84.2277
2297,-84.5777
2298,-84.8684
2299,-85.1079
2300,-85.3034
2301,-85.4616
2302,-85.5887
2303,-85.6902
2304,-85.7708
2305,-85.8347
2306,-85.8853
2307,-85.9252
2308,-85.9569
2309,-85.9822
2310,-86.0023
2311,-86.0186
2312,-86.0318
2313,-86.0426
2314,-86.0517
2315,-86.0593
2316,-86.0659
2317,-86.0716
2318,-86.0766
2319,-86.0811
2320,-86.0853
2321,-86.0891
2322,-86.0926
2323,-86.096
2324,-86.0992
2325,-86.1023
2326,-86.1053
2327,-86.1082
2328,-86.1111
2329,-86.1138
2330,-86.1166
2331,-86.1192
2332,-86.1219
2333,-86.1245
2334,-86.1271
2335,-86.1296
2336,-86.1321
2337,-86.1346
2338,-86.137
2339,-86.1395
2340,-86.1419
2341,-86.1442
2342,-86.1466
2343,-86.1489
2344,-86.1512
2345,-86.1535
2346,-86.1558
2347,-86.158
2348,-86.1602
2349,-86.1624
2350,-86.1646
2351,-86.1667
2352,-86.1688
2353,-86.171
2354,-86.173
2355,-86.1751
2356,-86.1771
2357,-86.1792
2358,-86.1812
2359,-86.1832
2360,-86.1851
2361,-86.1871
2362,-86.189
2363,-86.1909
2364,-86.1928
2365,-86.1946
2366,-86.1965
2367,-86.1983
2368,-86.2001
2369,-86.2019
2370,-86.2037
2371,-86.2054
2372,-86.2072
2373,-86.2089
2374,-86.2106
2375,-86.2123
2376,-86.2139
2377,-86.2156
2378,-86.2172
2379,-86.2188
2380,-86.2204
2381,-86.222
2382,-86.2236
2383,-86.2252
2384,-86.2267
2385,-86.2282
2386,-86.2297
2387,-86.2312
2388,-86.2327
2389,-86.2341
2390,-86.2356
2391,-86.237
2392,-86.2384
2393,-86.2398
2394,-86.2412
2395,-86.2426
2396,-86.2439
2397,-86.2453
2398,-86.2466
2399,-86.2479
2400,-86.2492
2401,-86.2505
2402,-86.2518
2403,-86.2531
2404,-86.2543
2405,-86.2556
2406,-86.2568
2407,-86.258
2408,-86.2592
2409,-86.2604
2410,-86.2616
2411,-86.2627
2412,-86.2639
2413,-86.265
2414,-86.2662
2415,-86.2673
2416,-86.2684
2417,-86.2695
2418,-86.2706
2419,-86.2717
2420,-86.2727
2421,-86.2738
2422,-86.2748
2423,-86.2759
2424,-86.2769
2425,-86.2779
2426,-86.2789
2427,-86.2799
2428,-86.2809
2429,-86.2818
2430,-86.2828
2431,-86.2838
2432,-86.2847
2433,-86.2856
2434,-86.2866
2435,-86.2875
2436,-86.2884
2437,-86.2893
2438,-86.2902
2439,-86.2911
2440,-86.2919
2441,-86.2928
2442,-86.2937
2443,-86.2945
2444,-86.2953
2445,-86.2962
2446,-86.297
2447,-86.2978
2448,-86.2986
2449,-86.2994
2450,-86.3002
2451,-86.301
2452,-86.3018
2453,-86.3025
2454,-86.3033
2455,-86.3041
2456,-86.3048
2457,-86.3055
2458,-86.3063
2459,-86.307
2460,-86.3077
2461,-86.3084
2462,-86.3091
2463,-86.3098
2464,-86.3105
2465,-86.3112
2466,-86.3119
2467,-86.3126
2468,-86.3132
2469,-86.3139
2470,-86.3145
2471,-86.3152
2472,-86.3158
2473,-86.3165
2474,-86.3171
2475,-86.3177
2476,-86.3183
2477,-86.319
2478,-86.3196
2479,-86.3202
2480,-86.3208
2481,-86.3213
2482,-86.3219
2483,-86.3225
2484,-86.3231
2485,-86.3236
2486,-86.3242
2487,-86.3248
2488,-86.3253
2489,-86.3259
2490,-86.3264
2491,-86.3269
2492,-86.3275
2493,-86.328
2494,-86.3285
2495,-86.329
2496,-86.3296
2497,-86.3301
2498,-86.3306
2499,-86.3311
2500,-86.3316
2501,-86.332
2502,-86.3325
2503,-86.333
2504,-86.3335
2505,-86.334
2506,-86.3344
2507,-86.3349
2508,-86.3354
2509,-86.3358
2510,-86.3363
2511,-86.3367
2512,-86.3372
2513,-86.3376
2514,-86.338
2515,-86.3385
2516,-86.3389
2517,-86.3393
2518,-86.3397
2519,-86.3402
2520,-86.3406
2521,-86.341
2522,-86.3414
2523,-86.3418
2524,-86.3422
2525,-86.3426
2526,-86.343
2527,-86.3434
2528,-86.3437
2529,-86.3441
2530,-86.3445
2531,-86.3449
2532,-86.3452
2533,-86.3456
2534,-86.346
2535,-86.3463
2536,-86.3467
2537,-86.3471
2538,-86.3474
2539,-86.3478
2540,-86.3481
2541,-86.3484
2542,-86.3488
2543,-86.3491
2544,-86.3495
2545,-86.3498
2546,-86.3501
2547,-86.3504
2548,-86.3508
2549,-86.3511
2550,-86.3514
2551,-86.3517
2552,-86.352
2553,-86.3523
2554,-86.3527
2555,-86.353
2556,-86.3533
2557,-86.3536
2558,-86.3539
2559,-86.3542
2560,-86.3544
2561,-86.3547
2562,-86.355
2563,-86.3553
2564,-86.3556
2565,-86.3559
2566,-86.3561
2567,-86.3564
2568,-86.3567
2569,-86.357
2570,-86.3572
2571,-86.3575
2572,-86.3578
2573,-86.358
2574,-86.3583
2575,-86.3585
2576,-86.3588
2577,-86.359
2578,-86.3593
2579,-86.3595
2580,-86.3598
2581,-86.36
2582,-86.3603
2583,-86.3605
2584,-86.3608
2585,-86.361
2586,-86.3612
2587,-86.3615
2588,-86.3617
2589,-86.3619
2590,-86.3622
2591,-86.3624
2592,-86.3626
2593,-86.3628
2594,-86.363
2595,-86.3633
2596,-86.3635
2597,-86.3637
2598,-86.3639
2599,-86.3641
2600,-86.3643
2601,-86.3645
2602,-86.3647
2603,-86.3649
2604,-86.3651
2605,-86.3653
2606,-86.3655
2607,-86.3657
2608,-86.3659
2609,-86.3661
2610,-86.3663
2611,-86.3665
2612,-86.3667
2613,-86.3669
2614,-86.3671
2615,-86.3673
2616,-86.3675
2617,-86.3676
2618,-86.3678
2619,-86.368
2620,-86.3682
2621,-86.3684
2622,-86.3685
2623,-86.3687
2624,-86.3689
2625,-86.369
2626,-86.3692
2627,-86.3694
2628,-86.3696
2629,-86.3697
2630,-86.3699
2631,-86.37
2632,-86.3702
2633,-86.3704
2634,-86.3705
2635,-86.3707
2636,-86.3708
2637,-86.371
2638,-86.3712
2639,-86.3713
2640,-86.3715
2641,-86.3716
2642,-86.3718
2643,-86.3719
2644,-86.3721
2645,-86.3722
2646,-86.3723
2647,-86.3725
2648,-86.3726
2649,-86.3728
2650,-86.3729
2651,-86.3731
2652,-86.3732
2653,-86.3733
2654,-86.3735
2655,-86.3736
2656,-86.3737
2657,-86.3739
2658,-86.374
2659,-86.3741
2660,-86.3743
2661,-86.3744
2662,-86.3745
2663,-86.3747
2664,-86.3748
2665,-86.3749
2666,-86.375
2667,-86.3752
2668,-86.3753
2669,-86.3754
2670,-86.3755
2671,-86.3756
2672,-86.3758
2673,-86.3759
2674,-86.376
2675,-86.3761
2676,-86.3762
2677,-86.3763
2678,-86.3765
2679,-86.3766
2680,-86.3767
2681,-86.3768
2682,-86.3769
2683,-86.377
2684,-86.3771
2685,-86.3772
2686,-86.3773
2687,-86.3774
2688,-86.3775
2689,-86.3776
2690,-86.3777
2691,-86.3779
2692,-86.378
2693,-86.3781
2694,-86.3782
2695,-86.3783
2696,-86.3784
2697,-86.3785
2698,-86.3786
2699,-86.3787
2700,-86.3787
2701,-86.3788
2702,-86.3789
2703,-86.379
2704,-86.3791
2705,-86.3792
2706,-86.3793
2707,-86.3794
2708,-86.3795
2709,-86.3796
2710,-86.3797
2711,-86.3798
2712,-86.3798
2713,-86.3799
2714,-86.38
2715,-86.3801
2716,-86.3802
2717,-86.3803
2718,-86.3804
2719,-86.3804
2720,-86.3805
2721,-86.3806
2722,-86.3807
2723,-86.3808
2724,-86.3809
2725,-86.3809
2726,-86.381
2727,-86.3811
2728,-86.3812
2729,-86.3813
2730,-86.3813
2731,-86.3814
2732,-86.3815
2733,-86.3816
2734,-86.3816
2735,-86.3817
2736,-86.3818
2737,-86.3819
2738,-86.3819
2739,-86.382
2740,-86.3821
2741,-86.3821
2742,-86.3822
2743,-86.3823
2744,-86.3824
2745,-86.3824
2746,-86.3825
2747,-86.3826
2748,-86.3826
2749,-86.3827
2750,-86.3828
2751,-86.3828
2752,-86.3829
2753,-86.383
2754,-86.383
2755,-86.3831
2756,-86.3832
2757,-86.3832
2758,-86.3833
2759,-86.3834
2760,-86.3834
2761,-86.3835
2762,-86.3835
2763,-86.3836
2764,-86.3837
2765,-86.3837
2766,-86.3838
2767,-86.3838
2768,-86.3839
2769,-86.384
2770,-86.384
2771,-86.3841
2772,-86.3841
2773,-86.3842
2774,-86.3842
2775,-86.3843
2776,-86.3844
2777,-86.3844
2778,-86.3845
2779,-86.3845
2780,-86.3846
2781,-86.3846
2782,-86.3847
2783,-86.3847
2784,-86.3848
2785,-86.3848
2786,-86.3849
2787,-86.385
2788,-86.385
2789,-86.3851
2790,-86.3851
2791,-86.3852
2792,-86.3852
2793,-86.3853
2794,-86.3853
2795,-86.3854
2796,-86.3854
2797,-86.3855
2798,-86.3855
2799,-86.3855
2800,-86.3856
2801,-86.3856
2802,-86.3857
2803,-86.3857
2804,-86.3858
2805,-86.3858
2806,-86.3859
2807,-86.3859
2808,-86.386
2809,-86.386
2810,-86.3861
2811,-86.3861
2812,-86.3861
2813,-86.3862
2814,-86.3862
2815,-86.3863
2816,-86.3863
2817,-86.3864
2818,-86.3864
2819,-86.3864
2820,-86.3865
2821,-86.3865
2822,-86.3866
2823,-86.3866
2824,-86.3866
2825,-86.3867
2826,-86.3867
2827,-86.3868
2828,-86.3868
2829,-86.3868
2830,-86.3869
2831,-86.3869
2832,-86.387
2833,-86.387
2834,-86.387
2835,-86.3871
2836,-86.3871
2837,-86.3872
2838,-86.3872
2839,-86.3872
2840,-86.3873
2841,-86.3873
2842,-86.3873
2843,-86.3874
2844,-86.3874
2845,-86.3874
2846,-86.3875
2847,-86.3875
2848,-86.3875
2849,-86.3876
2850,-86.3876
2851,-86.3877
2852,-86.3877
2853,-86.3877
2854,-86.3878
2855,-86.3878
2856,-86.3878
2857,-86.3879
2858,-86.3879
2859,-86.3879
2860,-86.3879
2861,-86.388
2862,-86.388
2863,-86.388
2864,-86.3881
2865,-86.3881
2866,-86.3881
2867,-86.3882
2868,-86.3882
2869,-86.3882
2870,-86.3883
2871,-86.3883
2872,-86.3883
2873,-86.3884
2874,-86.3884
2875,-86.3884
2876,-86.3884
2877,-86.3885
2878,-86.3885
2879,-86.3885
2880,-86.3886
2881,-86.3886
2882,-86.3886
2883,-86.3886
2884,-86.3887
2885,-86.3887
2886,-86.3887
2887,-86.3888
2888,-86.3888
2889,-86.3888
2890,-86.3888
2891,-86.3889
2892,-86.3889
2893,-86.3889
2894,-86.3889
2895,-86.389
2896,-86.389
2897,-86.389
2898,-86.389
2899,-86.3891
2900,-86.3891
2901,-86.3891
2902,-86.3891
2903,-86.3892
2904,-86.3892
2905,-86.3892
2906,-86.3892
2907,-86.3893
2908,-86.3893
2909,-86.3893
2910,-86.3893
2911,-86.3894
2912,-86.3894
2913,-86.3894
2914,-86.3894
2915,-86.3895
2916,-86.3895
2917,-86.3895
2918,-86.3895
2919,-86.3896
2920,-86.3896
2921,-86.3896
2922,-86.3896
2923,-86.3896
2924,-86.3897
2925,-86.3897
2926,-86.3897
2927,-86.3897
2928,-86.3898
2929,-86.3898
2930,-86.3898
2931,-86.3898
2932,-86.3898
2933,-86.3899
2934,-86.3899
2935,-86.3899
2936,-86.3899
2937,-86.3899
2938,-86.39
2939,-86.39
2940,-86.39
2941,-86.39
2942,-86.39
2943,-86.3901
2944,-86.3901
2945,-86.3901
2946,-86.3901
2947,-86.3901
2948,-86.3902
2949,-86.3902
2950,-86.3902
2951,-86.3902
2952,-86.3902
2953,-86.3903
2954,-86.3903
2955,-86.3903
2956,-86.3903
2957,-86.3903
2958,-86.3904
2959,-86.3904
2960,-86.3904
2961,-86.3904
2962,-86.3904
2963,-86.3904
2964,-86.3905
2965,-86.3905
2966,-86.3905
2967,-86.3905
2968,-86.3905
2969,-86.3906
2970,-86.3906
2971,-86.3906
2972,-86.3906
2973,-86.3906
2974,-86.3906
2975,-86.3907
2976,-86.3907
2977,-86.3907
2978,-86.3907
2979,-86.3907
2980,-86.3907
2981,-86.3908
2982,-86.3908
2983,-86.3908
2984,-86.3908
2985,-86.3908
2986,-86.3908
2987,-86.3909
2988,-86.3909
2989,-86.3909
2990,-86.3909
2991,-86.3909
2992,-86.3909
2993,-86.391
2994,-86.391
2995,-86.391
2996,-86.391
2997,-86.391
2998,-86.391
2999,-86.391
3000,-86.3911
3001,-86.3911
3002,-86.3911
3003,-86.3911
3004,-86.3911
3005,-86.3911
3006,-86.3912
3007,-86.3912
3008,-86.3912
3009,-86.3912
3010,-86.3911
3011,19.3834
3012,31.1844
3013,23.7504
3014,19.821
3015,17.4786
3016,15.9985
3017,15.0881
3018,14.5894
3019,14.3982
3020,14.4348
3021,14.6358
3022,14.9502
3023,15.3388
3024,15.7721
3025,16.229
3026,16.6949
3027,17.1598
3028,17.6171
3029,18.0609
3030,18.4875
3031,18.8943
3032,19.2798
3033,19.6427
3034,19.9824
3035,20.2983
3036,20.5901
3037,20.8576
3038,21.1009
3039,21.3204
3040,21.5167
3041,21.6903
3042,21.8422
3043,21.9734
3044,22.085
3045,22.1781
3046,22.2542
3047,22.3143
3048,22.3597
3049,22.3916
3050,22.4112
3051,22.4197
3052,22.418
3053,22.4072
3054,22.3882
3055,22.3618
3056,22.3288
3057,22.2898
3058,22.2456
3059,22.1967
3060,22.1435
3061,22.0866
3062,22.0264
3063,21.9632
3064,21.8974
3065,21.8291
3066,21.7588
3067,21.6865
3068,21.6125
3069,21.537
3070,21.4601
3071,21.3819
3072,21.3025
3073,21.2221
3074,21.1407
3075,21.0584
3076,20.9752
3077,20.8912
3078,20.8065
3079,20.7211
3080,20.6349
3081,20.5482
3082,20.4608
3083,20.3727
3084,20.2841
3085,20.1949
3086,20.1051
3087,20.0147
3088,19.9238
3089,19.8323
3090,19.7402
3091,19.6475
3092,19.5543
3093,19.4605
3094,19.3661
3095,19.2712
3096,19.1756
3097,19.0795
3098,18.9828
3099,18.8854
3100,18.7874
3101,18.6888
3102,18.5896
3103,18.4897
3104,18.3891
3105,18.2879
3106,18.186
3107,18.0834
3108,17.9801
3109,17.876
3110,17.7713
3111,17.6658
3112,17.5595
3113,17.4525
3114,17.3447
3115,17.2361
3116,17.1267
3117,17.0165
3118,16.9054
3119,16.7935
3120,16.6807
3121,16.567
3122,16.4525
3123,16.337
3124,16.2205
3125,16.1031
3126,15.9848
3127,15.8655
3128,15.7451
3129,15.6237
3130,15.5013
3131,15.3779
3132,15.2533
3133,15.1277
3134,15.0009
3135,14.873
3136,14.7439
3137,14.6137
3138,14.4822
3139,14.3496
3140,14.2156
3141,14.0804
3142,13.9439
3143,13.8061
3144,13.667
3145,13.5265
3146,13.3845
3147,13.2412
3148,13.0964
3149,12.9501
3150,12.8024
3151,12.6531
3152,12.5022
3153,12.3498
3154,12.1958
3155,12.0401
3156,11.8827
3157,11.7236
3158,11.5628
3159,11.4002
3160,11.2358
3161,11.0695
3162,10.9014
3163,10.7314
3164,10.5594
3165,10.3854
3166,10.2094
3167,10.0314
3168,9.85123
3169,9.66895
3170,9.48448
3171,9.29779
3172,9.10884
3173,8.91758
3174,8.72397
3175,8.52797
3176,8.32952
3177,8.12859
3178,7.92513
3179,7.71908
3180,7.5104
3181,7.29904
3182,7.08494
3183,6.86806
3184,6.64834
3185,6.42573
3186,6.20017
3187,5.9716
3188,5.73996
3189,5.50521
3190,5.26726
3191,5.02607
3192,4.78157
3193,4.53368
3194,4.28235
3195,4.0275
3196,3.76906
3197,3.50696
3198,3.24111
3199,2.97144
3200,2.69786
3201,2.42028
3202,2.13861
3203,1.85275
3204,1.5626
3205,1.26806
3206,0.968998
3207,0.665305
3208,0.356849
3209,0.0434908
3210,-0.274916
3211,-0.598528
3212,-0.927515
3213,-1.26206
3214,-1.60235
3215,-1.94859
3216,-2.30102
3217,-2.65986
3218,-3.02539
3219,-3.39786
3220,-3.77758
3221,-4.16486
3222,-4.56005
3223,-4.9635
3224,-5.37559
3225,-5.79674
3226,-6.22738
3227,-6.66797
3228,-7.11898
3229,-7.58094
3230,-8.05437
3231,-8.53984
3232,-9.03793
3233,-9.54924
3234,-10.0744
3235,-10.6141
3236,-11.1689
3237,-11.7395
3238,-12.3266
3239,-12.9309
3240,-13.5531
3241,-14.1937
3242,-14.8536
3243,-15.5332
3244,-16.2333
3245,-16.9544
3246,-17.697
3247,-18.4618
3248,-19.249
3249,-20.0593
3250,-20.893
3251,-21.7505
3252,-22.6323
3253,-23.5386
3254,-24.4699
3255,-25.4268
3256,-26.4096
3257,-27.419
3258,-28.4557
3259,-29.5206
3260,-30.6147
3261,-31.7394
3262,-32.8962
3263,-34.087
3264,-35.3141
3265,-36.5802
3266,-37.8884
3267,-39.2425
3268,-40.6468
3269,-42.1064
3270,-43.627
3271,-45.2148
3272,-46.8769
3273,-48.6205
3274,-50.4526
3275,-52.3791
3276,-54.4038
3277,-56.5259
3278,-58.7377
3279,-61.0213
3280,-63.3449
3281,-65.6715
3282,-67.9559
3283,-70.15
3284,-72.2102
3285,-74.104
3286,-75.8123
3287,-77.3289
3288,-78.6591
3289,-79.815
3290,-80.8132
3291,-81.6716
3292,-82.4074
3293,-83.036
3294,-83.571
3295,-84.024
3296,-84.405
3297,-84.7231
3298,-84.9863
3299,-85.2022
3300,-85.3777
3301,-85.5193
3302,-85.6328
3303,-85.7233
3304,-85.7951
3305,-85.852
3306,-85.897
3307,-85.9327
3308,-85.9611
3309,-85.9837
3310,-86.0019
3311,-86.0167
3312,-86.0287
3313,-86.0387
3314,-86.0471
3315,-86.0542
3316,-86.0604
3317,-86.0658
3318,-86.0707
3319,-86.075
3320,-86.079
3321,-86.0828
3322,-86.0863
3323,-86.0896
3324,-86.0928
3325,-86.0959
3326,-86.0989
3327,-86.1018
3328,-86.1047
3329,-86.1075
